作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1207	0001	完了	東京都	渋谷区	渋谷会館モナコ	150-0042	東京都渋谷区宇田川町23-10	渋谷会館	35.660067	139.699461	"https://www.google.co.jp/maps/@35.6601609,139.6994133,3a,40y,157.04h,94.04t/data=!3m6!1e1!3m4!1swwvbqR45NqbiJEp3MRNXKQ!2e0!7i13312!8i6656"						ハイスコアガールII	ハイスコアガールツー	第17話で、日高小春のキツく当たられ、溝の口勢のゲーマーたちに追い立てられ、己の居場所を求めて渋谷にやって来た矢口春雄が、溝の口勢と渋谷勢のゲーム対決に巻き込まれることになっていたゲームセンター。<br />2013年8月18日に閉店し、建物も解体済です。				シブヤク	ハ	13	10	2	解体	
1207	0002	完了	東京都	渋谷区	ハチ公前公園	150-0043	東京都渋谷区道玄坂2-1		35.659118	139.701034	-						ハイスコアガールII	ハイスコアガールツー	第17話で、池袋に入り浸る矢口春雄と遊ぶために渋谷にやって来た宮尾光太郎と土井玄太が、春雄と待ち合わせていた場所。「ハチ公ファミリー」のレリーフ前です。				シブヤク	ハ	13	10	2		
1207	0008	完了	千葉県	成田市	新東京国際空港（成田国際空港）	282-8601	千葉県成田市古込字古込1-1		35.764133	140.384736	-						ハイスコアガールII	ハイスコアガールツー	第24話で、1996年7月24日、大野晶が海外移住のために飛行機に搭乗していた空港。<br />※2004年に民営化のために解散し、成田国際空港となっています。				ナリタシ	ハ	12	18	2		
1207	0003	完了	大阪府	大阪市	JR 大阪駅	530-0001	大阪府大阪市北区梅田3-1-1		34.702474	135.495858	-						ハイスコアガールII	ハイスコアガールツー	第22話で、『スーパーストリートファイターII X』の全国大会出場のために2人で大阪に前日入りした矢口春雄と大野晶が利用していた駅で、構内の階段通路が描かれていました。				オオサカシ	ハ	27	1	5		
1207	0004	完了	大阪府	大阪市	くいだおれ	542-0071	大阪府大阪市中央区道頓堀1-8-25		34.668685	135.502025	-						ハイスコアガールII	ハイスコアガールツー	第22話で、『スーパーストリートファイターII X』の全国大会出場のために2人で大阪に前日入りした矢口春雄と大野晶が大会前に訪れた梅田シーンで、バーニングファイトに出てきたと言って店頭のくいだおれ人形を見ていた場所。<br />※飲食店のくいだおれは2008年7月8日に閉店して、くいだおれ太郎グッズや食品を販売する土産物店になっており、人形は2009年に中座くいだおれビル（道頓堀1-7-21）に移設されています。<br />				オオサカシ	ハ	27	1	5		
1207	0005	完了	大阪府	大阪市	通天閣	556-0002	大阪府大阪市浪速区恵美須東1-18-6		34.652527	135.506330	"https://www.google.co.jp/maps/@34.6531629,135.505972,3a,48.9y,156.04h,120.09t/data=!3m6!1e1!3m4!1s7DO35mID0OPB_PnGg7HbBg!2e0!7i16384!8i8192"						ハイスコアガールII	ハイスコアガールツー	第22話で、『スーパーストリートファイターII X』の全国大会出場のために2人で大阪に前日入りした矢口春雄と大野晶が見上げていたタワー。<br />春雄が『キング・オブ・ザ・モンスターズ』でぶち壊したことがあると語っていました。				オオサカシ	ハ	27	1	5		
1207	0006	完了	大阪府	大阪市	Osaka Metro 恵美須町駅　3番出入口	556-0005	大阪府大阪市浪速区日本橋5		34.654244	135.505620	"https://www.google.co.jp/maps/@34.6540678,135.5057049,3a,15y,335.41h,96.61t/data=!3m6!1e1!3m4!1sM2qoaUTFAGYSlfs-U6HMxw!2e0!7i16384!8i8192"						ハイスコアガールII	ハイスコアガールツー	第22話で、『スーパーストリートファイターII X』の全国大会出場のために2人で大阪に前日入りした矢口春雄と大野晶が、ゲームセンターを探すシーンで描かれていた駅の出入口。				オオサカシ	ハ	27	1	5		
1207	0007	完了	大阪府	大阪市	巨大蜂のオブジェ	556-0005	大阪府大阪市浪速区日本橋4-14-1	池田ビル 屋上	34.660373	135.505280	"https://www.google.co.jp/maps/@34.6604429,135.50589,3a,15y,260.45h,115.28t/data=!3m6!1e1!3m4!1s8nXUafeGdoQkbRBz-Dms4w!2e0!7i13312!8i6656"						ハイスコアガールII	ハイスコアガールツー	第22話で、『スーパーストリートファイターII X』の全国大会出場のために2人で大阪に前日入りした矢口春雄と大野晶が、ゲームセンターを探すシーンで目印となっていた蜂のオブジェ。				オオサカシ	ハ	27	1	5		
