作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0009	0040	完了	東京都	新宿区	新宿スタジオアルタ	160-0022	東京都新宿区新宿3-24-3		35.692429	139.701118	"https://www.google.co.jp/maps/@35.6923851,139.7010484,3a,48.5y,26.54h,119.12t/data=!3m6!1e1!3m4!1sdj8iSen_OgHwKYPkbE_6RQ!2e0!7i13312!8i6656?hl=ja"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭のモノローグシーンで、「シンデレラガールズ ウィンターフェスティバル」の宣伝トラックが、この前を走っていました。<br />同じく冒頭カットの一つでは、モニターを眺める神崎蘭子のものと思われるパゴダ傘が描かれていました。				シンジュクク	ア	13	11	2	
0009	0041	完了	東京都	新宿区	地下道	160-0022	東京都新宿区新宿3-38		35.692147	139.701892	-						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭の音楽プロデューサーがテロップされているカットで、アナスタシアが歩いていた地下道。				シンジュクク	ア	13	11	2	
0009	0066	完了	東京都	新宿区	新宿中央公園から望む東京都庁舎	160-0023	東京都新宿区西新宿2-11		35.687880	139.690320	"https://www.google.com/maps/@35.6878137,139.6904051,3a,38.9y,40.41h,137.01t/data=!3m6!1e1!3m4!1stkSB5BWAqpyhDzBzS5Rl8Q!2e0!7i16384!8i8192"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭カットで、新宿中央公園小橋付近から見上げる第一本庁舎、第二本庁舎が描かれていました。				シンジュクク	ア	13	11	2	
0009	0042	完了	東京都	新宿区	神楽坂下交差点	162-0825	東京都新宿区神楽坂1		35.700429	139.742694	"https://www.google.co.jp/maps/@35.700335,139.742922,3a,27.2y,298.33h,92.07t/data=!3m4!1e1!3m2!1sOOVDXPABLAYwFpZaav0EGg!2e0?hl=ja"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭のプロデューサー、スーパーバイザーがテロップされているカットで、交差点と交差点にある時計が描かれていました。				シンジュクク	ア	13	11	2	
0009	0059	完了	東京都	豊島区	サンシャインシティ	170-0013	東京都豊島区東池袋3-1-1		35.729672	139.718532	"https://www.google.co.jp/maps/@35.7301594,139.7179556,3a,24y,149.85h,95.83t/data=!3m6!1e1!3m4!1sO2G5oyeY9Rs6cAbdiNi1FA!2e0!7i13312!8i6656"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第6話で、new generations（島村卯月、渋谷凛、本田未央）とLOVE LAIKA（アナスタシア、新田美波）のデビュー記念ミニライブが行われた施設で、ライブの準備シーンの冒頭カットでスペイン坂側の建物外観が描かれていました。<br />第7話のラストでも、退団騒ぎを乗り越えた卯月たちが再びミニライブのあったステージを訪れたシーンでも、同じ構図のカットが描かれていました。<br />作中では名前が「Sunset City」になっていました。				トシマク	ア	13	18	2	
0009	0060	完了	東京都	豊島区	サンシャインシティ　噴水広場	170-0013	東京都豊島区東池袋3-1-1		35.729054	139.718965	-						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第6話で、new generations（島村卯月、渋谷凛、本田未央）とLOVE LAIKA（アナスタシア、新田美波）のデビュー記念ミニライブが行われていたステージ。<br />第7話のラストでも、退団騒ぎを乗り越えた卯月たちが再びこのステージを訪れていました。				トシマク	ア	13	18	2	
0009	0043	完了	東京都	豊島区	東京メトロ副都心線 池袋駅	171-0021	東京都豊島区西池袋3-28-14		35.730833	139.709861	-	13.0					アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話で、プロデューサーにアイドルに誘われた件で揺れる渋谷凛の学校帰りシーンの挿入カットで、改札前が描かれていました。				トシマク	ア	13	18	2	
0009	0044	完了	東京都	武蔵野市	JR 吉祥寺駅	180-0003	東京都武蔵野市吉祥寺南町2		35.703159	139.580119	-						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第11話で、前川みくと多田李衣菜が出演するイベント会場に向かう島村卯月たち一行が利用していた駅で、駅舎北口や中央改札などが描かれていました。				ムサシノシ	ア	13	48	2	
0009	0061	完了	東京都	武蔵野市	吉祥寺駅北口 駅前広場	180-0004	東京都武蔵野市吉祥寺本町1-15		35.703530	139.580107	"https://www.google.co.jp/maps/@35.7035769,139.5806191,3a,15y,264.71h,93.9t/data=!3m7!1e1!3m5!1svT4RoabE7wCG5cSQ1sdGNQ!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DvT4RoabE7wCG5cSQ1sdGNQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D169.2836%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第11話で、前川みくと多田李衣菜が出演したイベント「ノースエントランス サマーステージ」の会場。				ムサシノシ	ア	13	48	2	
0009	0045	完了	東京都	武蔵野市	nonowa武蔵境 前	180-0023	東京都武蔵野市境南町2-1		35.702234	139.542957	"https://www.google.co.jp/maps/@35.702306,139.543094,3a,32.8y,257.44h,94.86t/data=!3m4!1e1!3m2!1soHnu4SmwGotfKhjmpT9KRg!2e0"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第11話で、前川みくと多田李衣菜の2人によるミントキャンディーのPRの仕事シーンの冒頭カットで描かれていた場所。	http://www.nonowa.co.jp/musashisakai/			ムサシノシ	ア	13	48	2	
0009	0046	完了	東京都	武蔵野市	クイーンズ伊勢丹武蔵境店	180-0023	東京都武蔵野市境南町2-1-28	nonowa武蔵境内	35.702193	139.543135	"https://www.google.co.jp/maps/@35.70232,139.54318,3a,35.5y,173.64h,89.59t/data=!3m4!1e1!3m2!1sWnWGjMrstVs23m48MIdZNg!2e0"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第11話で、前川みくと多田李衣菜の2人が、店前でミントキャンディーのPRの仕事をしていた店。<br />作中ではQUEEN'S ISETANの文字が「IZEDAN」になっていました。	http://www.queens.jp/shops/tokyo/19_musashi.html			ムサシノシ	ア	13	48	2	
0009	0047	完了	神奈川県	横浜市	海上旅客ターミナル	220-0012	神奈川県横浜市西区みなとみらい1		35.458261	139.638428	"https://www.google.co.jp/maps/@35.458582,139.638208,3a,44.5y,85.73h,97.03t/data=!3m5!1e1!3m3!1sCAoSLEFGMVFpcE1VVE55RzFSTmNrOUNGbWlaZGVTSG9lMnUxUkc3dEZLc0lTVGpw!2e0!3e11?hl=ja"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭のモノローグシーンで、本田未央がこの建物の前を走っている姿が描かれていました。				ヨコハマシ	ア	14	1	2	
0009	0062	完了	神奈川県	横浜市	パシフィコ横浜 国立大ホール	220-0012	神奈川県横浜市西区みなとみらい1-1-1		35.458526	139.637023	"https://www.google.co.jp/maps/@35.4578241,139.6365522,3a,35y,45.3h,96.03t/data=!3m6!1e1!3m4!1sjI6c910U8KsrYAK1MOo1BQ!2e0!7i13312!8i6656"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第1話冒頭のモノローグシーンで描かれていた建物。				ヨコハマシ	ア	14	1	2	
0009	0063	完了	大阪府	大阪市	オリックス劇場	550-0013	大阪府大阪市西区新町1-14-15		34.678485	135.495748	"https://www.google.co.jp/maps/@34.6782486,135.4959418,3a,40y,313.9h,124.83t/data=!3m6!1e1!3m4!1sp5KykzTnzLflGCSCzby7LQ!2e0!7i13312!8i6656"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第3話で、島村卯月、渋谷凛、本田未央の3人が、城ヶ崎美嘉のバックダンサーとして初ステージを踏むことになった「Happy Princess Live!」の会場。				オオサカシ	ア	27	1	5	
0009	0064	完了	大阪府	大阪市	新町北公園	550-0013	大阪府大阪市西区新町1-15		34.678167	135.495068	"https://www.google.co.jp/maps/@34.6783057,135.4951346,3a,21y,220.11h,90.47t/data=!3m6!1e1!3m4!1sEm5oKicaJoCE0zZNpXCEJQ!2e0!7i13312!8i6656"						アイドルマスター シンデレラガールズ（1st SEASON）	アイドルマスターシンデレラガールズ	第3話で、島村卯月、渋谷凛、本田未央の3人が、城ヶ崎美嘉のバックダンサーとして初ステージを踏むことになった「Happy Princess Live!」の物販待機列が並んでいた公園。				オオサカシ	ア	27	1	5	
