作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1333	0001	完了	東京都	千代田区	東京駅 地下通路	100-0005	東京都千代田区丸の内2-4		35.681196	139.764385	"https://www.google.co.jp/maps/@35.6823044,139.7648746,2a,45y,267.82h,88.58t,359.89r/data=!3m6!1e1!3m4!1swyi2K7m06vkUXeL2Fyd57g!2e0!7i13312!8i6656"						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話で、「エッグ空間」で大量のアンチたちに囲まれた沢木桃恵が、放ったパニックに戦わせている間、「エッグ」から現れた栗田薫と身を隠しながら束の間の会話をしていた場所。				チヨダク	ワ	13	17	2		4
1333	0002	完了	東京都	中央区	ギャラリー・オカベ	104-0061	東京都中央区銀座4-4-5		35.671965	139.764985	"https://www.google.co.jp/maps/@35.671903,139.7650172,3a,50y,336.94h,82.81t/data=!3m6!1e1!3m4!1s_NuH9pl7JKSbUt4NzRL_-A!2e0!7i13312!8i6656"						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話で、大戸アイが、沢木修一郎先生の個展「潜熱」を一人で見に訪れていたギャラリー。<br />作中ではギャラリー名が「Gallery Matsuoka」になっていました。<br />※2020年7月11日閉廊済。				チュウオウク	ワ	13	16	2	閉店	4
1333	0003	完了	東京都	武蔵野市	吉祥寺バッティングセンター	180-0004	東京都武蔵野市吉祥寺本町1-11-19				-						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第7話で、誕生日だというのに母親へのいら立ちから逃れられずにいる川井リカが、同じ「母子家庭ズ」だと言ってつきあってくれる大戸アイを連れてバッティングをしていた施設の作画モデル。青い床材や料金ボックスの形状や錆び具合などは一致しますが、通路などは異なります。<br />作中では、ビッグホップ ガーデンモール印西内の施設のように描かれています（実際には施設内にバッティングセンターはありません）。				ムサシノシ	ワ	13	48	2		3
1333	0004	完了	東京都	八王子市	フランセス教会	193-0832	東京都八王子市散田町2-7-32		35.652251	139.313967	-						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第11話で、アカと保科あずさの結婚式が行われていた教会のモデル。<br />実際には貸スタジオ・レンタルスペースです。	https://www.frances-church.com/			ハチオウジシ	ワ	13	38	2		3
1333	0005	完了	千葉県	千葉市	海浜幕張駅南口駅前広場	261-0021	千葉県千葉市美浜区ひび野2		35.648164	140.041349	"https://www.google.co.jp/maps/@35.6482253,140.0412858,2a,26.3y,132.75h,89.33t/data=!3m6!1e1!3m4!1sf2PTz3ATN9rd2OXaQdkJCQ!2e0!7i13312!8i6656"						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話で、沢木桃恵が告白した男の子とのデートの待ち合わせをしていた場所。				チバシ	ワ	12	1	2		3
1333	0006	完了	千葉県	千葉市	幕張海浜公園　大芝生広場	261-0021	千葉県千葉市美浜区ひび野2-116		35.645679	140.043288	"https://www.google.com/maps/@35.645898,140.0434292,2a,15y,208.88h,88.88t/data=!3m6!1e1!3m4!1s3CSv5XBst3RDvgF2d0mi_A!2e0!7i13312!8i6656"						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話冒頭の沢木桃恵の妄想デートシーンで、デートの相手に手作り弁当を振舞っていた公園。				チバシ	ワ	12	1	2		1
1333	0007	完了	千葉県	千葉市	JR 海浜幕張駅	261-0021	千葉県千葉市美浜区ひび野2-110		35.648417	140.041929	-						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話で、不本意な結末となってしまった初デートの帰りに、沈んだ表情の沢木桃恵が4番線ホームで電車を待つ姿が描かれていました。				チバシ	ワ	12	1	2		3
1333	0008	完了	千葉県	千葉市	イオンシネマ幕張新都心	261-0024	千葉県千葉市美浜区豊砂1-1	イオンモール幕張新都心グランドモール 3F	35.654998	140.029948	-						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	第10話冒頭の沢木桃恵の妄想デートシーンで、デートの相手と一緒に映画を観ていた映画館。				チバシ	ワ	12	1	2		1
1333	0009	完了	千葉県	千葉市	大塚前公園	264-0006	千葉県千葉市若葉区小倉台1-385		35.804705	140.112868	-						ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	エンディングカットで、制服姿の沢木桃恵とハルカがいちゃつく姿が描かれていた場所。				チバシ	ワ	12	1	2		1
1333	0010	完了	千葉県	我孫子市	栄橋	270-1101	千葉県我孫子市布佐		35.855033	140.138616							ワンダーエッグ・プライオリティ	ワンダーエッグプライオリティ	特別編で、別の学校に編入し、忙しさの中で川井リカや沢木桃恵との関係も自然消滅してしまったと語る大戸アイのモノローグシーンで、橋を渡るアイの姿が描かれていました。				アビコシ	ワ	12	15	2		1
