作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1160	0013	完了	神奈川県	横浜市	大さん橋ふ頭ビル 前	231-0002	神奈川県横浜市中区海岸通1-1-1		35.449646	139.646102	"https://www.google.co.jp/maps/@35.4495902,139.6459899,3a,48y,62.1h,98.47t/data=!3m6!1e1!3m4!1sxF3LsttRVLM7gU3vfkzClQ!2e0!7i16384!8i8192"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第34話で、捕らわれていたポートマフィアビルで拘束を抜け出し森鴎外暗殺を試みるも、尾崎紅葉に阻止されて逆に追い込まれた谷崎潤一郎が、同じく鴎外暗殺のために潜入していた泉鏡花に助けられ、共にビルを脱出して降り立った場所。救出に来たトラックに回収されていました。				ヨコハマシ	フ	14	1	2		
1160	0001	完了	神奈川県	横浜市	前田橋交差点	231-0023	神奈川県横浜市中区山下町		35.441263	139.648358	"https://www.google.co.jp/maps/@35.441314,139.6482938,3a,22.9y,134.88h,97.56t/data=!3m6!1e1!3m4!1s8eyOdOpQou1Si8rkMvIbTA!2e0!7i16384!8i8192"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第30話で、樋口一葉たちに発見されて逃げ出した芥川龍之介と一緒にいた女（銀）が渡っていた交差点で、2人の後を追う田山花袋が、樋口を足止めするため、異能力で信号を変えていました。				ヨコハマシ	フ	14	1	2		
1160	0002	完了	神奈川県	横浜市	朱雀門	231-0023	神奈川県横浜市中区山下町		35.441391	139.648196	"https://www.google.co.jp/maps/@35.4412798,139.6482294,3a,41.8y,350.23h,104.33t/data=!3m6!1e1!3m4!1sT9toSVM6L73lwDHY1dghbA!2e0!7i13312!8i6656"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第30話で、樋口一葉たちに発見されて逃げ出した芥川龍之介と一緒にいた女（銀）が、身軽な体捌きで車を伝って逃げていた場所。				ヨコハマシ	フ	14	1	2		
1160	0003	完了	神奈川県	横浜市	天長門 前	231-0023	神奈川県横浜市中区山下町		35.442529	139.647840	"https://www.google.co.jp/maps/@35.4425446,139.6478764,3a,90y,258.52h,83.49t/data=!3m6!1e1!3m4!1s1P9mZDt57BXcxeq4QYfAHA!2e0!7i16384!8i8192"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第30話で、芥川龍之介と一緒にいた女（銀）を追う樋口一葉が、路地に逃げ込む女を発見していた場所。直前の挿入カットで描かれていた地面の船の絵のパネルも、この場所にあります。				ヨコハマシ	フ	14	1	2		
1160	0009	完了	神奈川県	横浜市	神奈川県民ホール前の階段	231-0023	神奈川県横浜市中区山下町3-1		35.446630	139.646846	"https://www.google.co.jp/maps/@35.4466841,139.646985,3a,75y,136.69h,89.39t/data=!3m8!1e1!3m6!1sCAoSLEFGMVFpcFBLYmdPUGdhTUptNUVES2N4aXhPeURIMkFBOU1Nbk5fMy1kR1Nn!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPKbgOPgaMJm5EDKcxixOyDH2AA9MMnN_3-dGSg%3Dw203-h100-k-no-pi-0-ya262.66956-ro0-fo100!7i8704!8i4352"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第35話で、江戸川乱歩が、大勢の部下を従えて立つ中原中也とたった一人で対峙していた場所。<br />挑発に乗って迂闊に攻撃を仕掛けた中也を、用意していたエドガー・アラン・ポオの推理小説に引き込む（異能力が使えない推理小説世界に引き込む異能力「モルグ街の黒猫」が発動）奇策により、戦闘力皆無の乱歩が圧倒的な戦闘力を持つ中也を相殺に持ち込んでいました。<br />作中では、県民ホールのある場所にポートマフィア本部の超高層ビルが建っている設定となっており、建物正面玄関は大きく描き替えられていましたが、赤煉瓦の階段や建物のサイド部分などは一致します。				ヨコハマシ	フ	14	1	2		
1160	0010	完了	神奈川県	横浜市	横浜関帝廟	231-0023	神奈川県横浜市中区山下町140		35.442238	139.645273	"https://www.google.co.jp/maps/@35.4421952,139.6453059,3a,56y,335.18h,104.59t/data=!3m6!1e1!3m4!1srG_-Mdo-oe0obX8qG6bYhQ!2e0!7i13312!8i6656"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第35話で、谷崎潤一郎が、ルーシー・モード・モンゴメリの異能力「深淵の赤毛のアン」で匿われていた異空間から姿を消した福沢諭吉の捜索状況を、入院中の太宰治に携帯電話で報告していた場所。				ヨコハマシ	フ	14	1	2		
1160	0004	完了	神奈川県	横浜市	山下公園　世界の広場	231-0023	神奈川県横浜市中区山下町279		35.444094	139.652707	"https://www.google.co.jp/maps/@35.4441764,139.6527222,3a,36y,213.73h,91.59t/data=!3m6!1e1!3m4!1sTeyd6HKPg3LoeWQglTB2Rg!2e0!7i13312!8i6656"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第30話で、芥川龍之介と一緒にいた女の正体が銀だと判かり、樋口一葉たち一行が事情を聞いていた公園。				ヨコハマシ	フ	14	1	2		
1160	0012	完了	神奈川県	横浜市	都橋商店街	231-0065	神奈川県横浜市中区野毛町1		35.446714	139.630623	"https://www.google.co.jp/maps/@35.4467,139.6305983,3a,22y,203.33h,89.05t/data=!3m6!1e1!3m4!1smaI8PL5YujCpBnrI92t3Jg!2e0!7i16384!8i8192"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第31話で、武装探偵社にヨコハマ警察からの捜査協力依頼があった交通事故現場。<br />捜査依頼は江戸川乱歩へのものでしたが、焼き菓子を温かいうちに食べたいからという理不尽な理由で代わりに派遣された中島敦が、谷崎潤一郎と合流していました。				ヨコハマシ	フ	14	1	2		
1160	0011	完了	神奈川県	横浜市	横浜市立みなと赤十字病院	231-0801	神奈川県横浜市中区新山下3-12-1		35.436391	139.663997	"https://www.google.co.jp/maps/@35.4372227,139.6624642,71a,35y,116.81h,69.11t/data=!3m1!1e3"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第35話で、ホーソーンによってプシュキンのウイルス型の異能に感染させられて倒れた福沢諭吉が入院していた病院。<br />同じくウイルス型の異能に感染させられた森鴎外を救うためには福沢諭吉を殺すしかないと知った中原中也たちポートマフィアの異能力者たちが、武装探偵社全員警護の病室前に集結して対峙するも、探偵社社員一行は一人残った谷崎潤一郎の異能力「細雪」で作った幻像で、両陣が対峙している間に、本物の探偵社社員一行が壁をくり抜いて福沢諭吉を逃していました。				ヨコハマシ	フ	14	1	2		
1160	0005	完了	神奈川県	横浜市	元町プラザ	231-0861	神奈川県横浜市中区元町1-13		35.441441	139.650774	"https://www.google.co.jp/maps/@35.4414863,139.6507269,3a,75y,135.42h,107.84t/data=!3m6!1e1!3m4!1sIFfX1Ei5V9ShIdNzheKBUA!2e0!7i16384!8i8192"						文豪ストレイドッグス（第3期）	ブンゴウストレイドッグス	第30話で、樋口一葉が芥川龍之介と一緒にいた女の情報を探ろうと2階から監視していた施設。中島敦と国木田独歩に見つかるも、2人が女の写真を持っていることを知り、女のことを教えて欲しいと土下座をしていました。				ヨコハマシ	フ	14	1	2		
