作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0989	0001	完了	東京都	千代田区	日比谷通り	100-0004	東京都千代田区大手町1		35.686913	139.763668	"https://www.google.co.jp/maps/@35.6850447,139.7623776,403a,35y,25.77h,39.02t/data=!3m1!1e3"						十二大戦	ジュウニタイセン	第5話で、砂粒＆寝住チームと、憂城＆ウォーキング・デッドの断罪兄弟・弟のチームが戦いを初めたシーンの冒頭で描かれていた上空から見下ろした街のカットの場所。				チヨダク	シ	13	17	2		
0989	0002	完了	東京都	千代田区	日比谷通り（読売新聞東京本社前）	100-0004	東京都千代田区大手町1-2		35.687299	139.763738	"https://www.google.co.jp/maps/@35.6869729,139.7637161,3a,63y,357.32h,115.03t/data=!3m6!1e1!3m4!1sFZxvdQXY-_c0NLknNSG6DA!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第5話で、砂粒と憂城が戦っていた場所。				チヨダク	シ	13	17	2		
0989	0003	完了	東京都	千代田区	東京駅グランルーフ	100-0005	東京都千代田区丸の内1-9		35.680341	139.768116	"https://www.google.co.jp/maps/@35.680059,139.7682111,2a,27.8y,342.52h,111.29t/data=!3m6!1e1!3m4!1sKdmxnp1Ltz63WwN2l3lQqQ!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第2話で、2階のドコモショップ脇のエレベーター前辺りからウォーキング・デッドとなった異能肉を目撃した怒突が、庭取に異能肉と戦わせるために肉体強化剤「ワンマンアーミー」を注入するも、強化された庭取によって殺されていた場所。				チヨダク	シ	13	17	2		
0989	0004	完了	東京都	千代田区	CAFE GARB	100-0005	東京都千代田区丸の内2-2-3	丸の内仲通りビル1F	35.680498	139.762759	"https://www.google.co.jp/maps/@35.6805397,139.7629734,3a,34y,247.91h,84.75t/data=!3m6!1e1!3m4!1sY0SRDPuRPn-2HV3B3HpqVA!2e0!7i13312!8i6656"					03-5220-0440	十二大戦	ジュウニタイセン	第1話冒頭で、異能肉が十二大戦の会場へ向かうシーンの挿入カットで描かれていた店。	http://www.garb.jp			チヨダク	シ	13	17	2		
0989	0005	完了	東京都	千代田区	新幸橋交差点	100-0011	東京都千代田区内幸町1-5		35.669620	139.758504	"https://www.google.co.jp/maps/@35.6695991,139.7584441,3a,24.5y,86.81h,90.71t/data=!3m6!1e1!3m4!1sMRBX4mH3hLKBWvll5oIJOQ!2e0!7i13312!8i6656?hl=ja"						十二大戦	ジュウニタイセン	第2話で、ウォーキング・デッドと化した異能肉が歩いていた場所。				チヨダク	シ	13	17	2		
0989	0006	完了	東京都	千代田区	晴海通り	100-0012	東京都千代田区日比谷公園1		35.676326	139.757014	"https://www.google.co.jp/maps/@35.6764972,139.7566127,3a,46y,137.17h,85.41t/data=!3m6!1e1!3m4!1sTkE7ml3NKAPZXgNLaloPIQ!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第6話で、体術では敵わないと見て逃げ出す憂城を砂粒が追いかけるシーンの挿入カットで描かれていた場所。片側4車線の特徴的な道路標識が描かれていました。				チヨダク	シ	13	17	2		
0989	0007	完了	東京都	千代田区	日比谷公園	100-0012	東京都千代田区日比谷公園1		35.674184	139.756336	"https://www.google.co.jp/maps/@35.6742334,139.7563964,2a,23y,231.42h,92.57t/data=!3m6!1e1!3m4!1sJxhKNLycy9YpSqJ1bFvv0g!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第6話で、体術では敵わないと見て逃げ出す憂城を砂粒が追いかけてきた公園で、ここで憂城を侮って勝利を確信した砂粒が、その油断を突かれて殺されていました。				チヨダク	シ	13	17	2		
0989	0008	完了	東京都	千代田区	日比谷公園 自由の鐘	100-0012	東京都千代田区日比谷公園1		35.675462	139.755784	"https://www.google.co.jp/maps/@35.675666,139.755962,2a,38.9y,220.5h,91.03t/data=!3m6!1e1!3m4!1saIDNHDpet4Sv7eR04z56sw!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第6話で、体術では敵わないと見て逃げ出す憂城を砂粒が追いかけるシーンの挿入カットで描かれていた場所。				チヨダク	シ	13	17	2		
0989	0009	完了	東京都	中央区	日本橋	103-0027	東京都中央区日本橋1		35.683904	139.774438	"https://www.google.co.jp/maps/@35.683814,139.774362,3a,50y,55.96h,111.21t/data=!3m6!1e1!3m4!1s8ROsFy3WAkokeMbwenbnjw!2e0!7i13312!8i6656"		○				十二大戦	ジュウニタイセン	第2話で、失井が首都高速の高架上からウォーキング・デッドになった異能肉が街を徘徊する姿を見下ろしながら、殺した相手を使役できる能力者がいるのならば、自身の手で他の戦士を殺して手駒の増加を防ぐことが優先と悟って踵を返していた場所。				チュウオウク	シ	13	16	2		
0989	0010	完了	東京都	中央区	野村證券本社 前	103-0027	東京都中央区日本橋1-9		35.683576	139.776033	"https://www.google.co.jp/maps/@35.683165,139.7758285,3a,34y,27.03h,89.48t/data=!3m6!1e1!3m4!1sjWqrlQcPYI51ENXJYhiiKQ!2e0!7i13312!8i6656"						十二大戦	ジュウニタイセン	第2話で、ウォーキング・デッドと化した異能肉が歩いていた場所。				チュウオウク	シ	13	16	2		
