作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
1096	0014	完了	東京都	品川区	アクアパーク品川	108-8611	東京都港区高輪4-10-30	品川プリンスホテル内	35.628217	139.735337	"https://www.google.com/maps/@35.6285621,139.7357537,2a,36y,243.18h,95.49t/data=!3m6!1e1!3m4!1saFpupaHteWagxeVwX78xcw!2e0!7i13312!8i6656"						やがて君になる	ヤガテキミニナル	第13話で、小糸侑と七海燈子がデートしていた水族館。<br />アトリウムエリア「カラーズ」、イルカショーを見た屋内円形プール（ザ スタジアム）、ジュースを飲んで休憩していたコーラルカフェバー、演技の練習をしたり、ペンギン大行進を見ていたフレンドリースクエア、ジェリーフィッシュランブル、アクアショップ ルーチェ、ワンダーチューブなどが描かれていました。				シナガワク	ヤ	13	9	2		4
1096	0001	完了	東京都	江東区	ららぽーと豊洲	135-8614	東京都江東区豊洲2-4-9		35.655297	139.793508	"https://www.google.co.jp/maps/@35.6553539,139.7941197,3a,41y,267.55h,104.41t/data=!3m6!1e1!3m4!1svXfnkQjBm6svUmiGDmHEEQ!2e0!7i16384!8i8192"						やがて君になる	ヤガテキミニナル	第3話で、小糸侑が、日向朱里、叶こよみ、別の高校に通う園村菜月の3人と遊びに訪れた商業施設。<br />第10話で、夏休みの朝のランニング中に、犬の散歩をしていた菜月と遭遇し、2人で合宿の買い物に出かけたのもこの商業施設でした。				コウトウク	ヤ	13	8	2		4
1096	0003	完了	東京都	江東区	マリーナキッチン	135-8614	東京都江東区豊洲2-4-9	ららぽーと豊洲1F	35.654203	139.792201	"https://www.google.co.jp/maps/@35.654186,139.7922192,3a,82.2y,51.2h,93.13t/data=!3m6!1e1!3m4!1sqRK4qczGRZ7pCI7TVRbyRQ!2e0!7i13312!8i6656"						やがて君になる	ヤガテキミニナル	第3話で、小糸侑が、日向朱里、叶こよみ、別の高校に通う園村菜月の3人とお茶していたフードコートのテラス席。				コウトウク	ヤ	13	8	2		3
1096	0013	完了	東京都	江東区	ユニクロ ららぽーと豊洲店	135-8614	東京都江東区豊洲2-4-9	ららぽーと豊洲2F	35.656485	139.792105	"https://www.google.co.jp/maps/@35.6562351,139.7920565,2a,78y,2.33h,86.28t/data=!3m6!1e1!3m4!1sCR3_6EWYbNtOo4Pr63HRlg!2e0!7i13312!8i6656"				2		やがて君になる	ヤガテキミニナル	第10話で、夏休みの朝のランニング中に、犬の散歩をしていた菜月と遭遇し、2人で合宿の買い物に出かけたのもこの商業施設でした。				コウトウク	ヤ	13	8	2		3
1096	0002	完了	東京都	江東区	ユナイテッド・シネマ豊洲	135-8614	東京都江東区豊洲2-4-9	ららぽーと豊洲3F	35.654544	139.792507	-						やがて君になる	ヤガテキミニナル	第3話で、小糸侑が、日向朱里、叶こよみ、別の高校に通う園村菜月の3人と「いま、君に愛してると」という恋愛映画を観た映画館。				コウトウク	ヤ	13	8	2		3
1096	0005	完了	東京都	練馬区	中村橋駅交差点	176-0023	東京都練馬区中村北3-22		35.736184	139.638462	"https://www.google.co.jp/maps/@35.7362016,139.6382295,3a,45.8y,101.48h,81.28t/data=!3m6!1e1!3m4!1sRry7EPhsLBvsbfiG8n1clQ!2e0!7i16384!8i8192"						やがて君になる	ヤガテキミニナル	第8話で、学校帰りにマクドナルド（作中では「Y'dDorald's」）で食事をした小糸侑と佐伯沙弥香先輩が、店を出た後、信号待ちをしながら、それぞれが七海燈子のことを思っていた交差点。交差点を渡った先で、アジサイの花を見た佐伯先輩が侑に何色が好きか訪ねていました。				ネリマク	ヤ	13	20	2		2
1096	0006	完了	東京都	練馬区	マクドナルド 中村橋店	176-0023	東京都練馬区中村北3-22-9		35.736050	139.638514	"https://www.google.co.jp/maps/@35.7361824,139.6384411,3a,49.8y,162.04h,97.79t/data=!3m7!1e1!3m5!1suEnkjQX_LOeN-7_4Vc-MdA!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DuEnkjQX_LOeN-7_4Vc-MdA%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D14.71103%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192"						やがて君になる	ヤガテキミニナル	第8話で、学校帰りの小糸侑が、リレーのバトンパスが上手くいかずに仲が悪いのかと指摘されていた佐伯沙弥香先輩を誘って訪れたハンバーガーショップ。<br />作中では店名が「Y'dDorald's」になっていました。				ネリマク	ヤ	13	20	2		3
1096	0007	完了	東京都	練馬区	イレブンショップ コハルヤ 前	177-0041	東京都練馬区石神井町4-10-10		35.745659	139.603312	"https://www.google.co.jp/maps/@35.745662,139.6032723,3a,90y,77.98h,93.28t/data=!3m6!1e1!3m4!1szSjRgA1T7hl5v_dq0Z9eoA!2e0!7i13312!8i6656"				1		やがて君になる	ヤガテキミニナル	第6話で、七海燈子が生徒会の演劇にかける思いを知った小糸侑が、話があるからと誘って燈子と一緒に帰るシーンで、いつまでも黙ったままの侑に、燈子が、もうすぐいつも別れる角に近づくけど、喫茶店に入るかと訪ねていた場面の挿入カットで描かれていた場所。				ネリマク	ヤ	13	20	2		0
1096	0008	完了	東京都	練馬区	住宅街の丁字路	177-0041	東京都練馬区石神井町4-12		35.747255	139.602749	"https://www.google.co.jp/maps/@35.7472638,139.6027254,3a,29.8y,148.75h,91.21t/data=!3m6!1e1!3m4!1sJNoRNSzBLoOLHWe7SUUl-w!2e0!7i13312!8i6656"						やがて君になる	ヤガテキミニナル	第3話の学校帰りシーンで、小糸侑が七海燈子から缶ジュースを貰って飲んでいたシーンで描かれていた場所。侑は無意識に飲んでいましたが、燈子先輩は間接キスを気にして顔を赤らめていました。<br />第7話で、喫茶店での演劇の打ち合わせを終え、2人で一緒に帰る小糸侑と七海燈子が歩いていたのも、この丁字路角の民家の前でした。				ネリマク	ヤ	13	20	2		3
1096	0009	完了	東京都	練馬区	住宅街（増崎設備工業前）	177-0041	東京都練馬区石神井町4-13		35.747584	139.602458	"https://www.google.co.jp/maps/@35.7475502,139.6024561,3a,41.3y,358.23h,92.12t/data=!3m7!1e1!3m5!1sw_vLoKDfVPK6xRFXALGMKg!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3Dw_vLoKDfVPK6xRFXALGMKg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D316.16574%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656"						やがて君になる	ヤガテキミニナル	第7話で、喫茶店での演劇の打ち合わせを終えた小糸侑と七海燈子が2人で一緒に帰るシーンで、侑が友人の叶こよみのことを名前呼びしているのを聞いていた燈子が、自分も侑のことをみんなの前でも名前呼びしたいと言い出していた場所。				ネリマク	ヤ	13	20	2		3
