No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	年	月	日	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
1	完了	北海道	函館市	ポケふた　アローラロコン&トゲキッス	040-0044	北海道函館市青柳町17	函館公園	41.755925	140.715683		2021	7	15	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月15日に設置されたデザインマンホール。				ハコダテシ	マ	9	1	4	1
2		北海道	北斗市	ケンシロウの銅像	041-1242	北海道北斗市市渡1-1-1	新函館北斗駅	41.904421	140.648512	"https://www.google.co.jp/maps/@41.904418,140.6485767,2a,75y,17.02h,75.54t/data=!3m6!1e1!3m4!1smLgglMB9CfF3vK7m1Q1nzQ!2e0!7i13312!8i6656"				モニュメント	モニュメント					ホクトシ	モ	10	1	35	1
3	完了	北海道	小樽市	ポケふた　アローラロコン	047-0032	北海道小樽市稲穂1-4	サンモール一番街	43.195534	140.998287		2021	7	20	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月20日に設置されたデザインマンホール。				オタルシ	マ	9	1	3	1
4		北海道	根室市	ポケふた　アローラロコン&バリコオル	087-0002	北海道根室市牧の内148	明治公園	43.335932	145.598199		2021	7		マンホール	マンホール					ネムロシ	マ	9	1	23	1
5	完了	北海道	登別市	ポケふた　ロコン&キテルグマ	059-0492	北海道登別市登別東町1-22	登別マリンパークニクス	42.455045	141.181808		2021	7	14	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月14日に設置されたデザインマンホール。				ノボリベツシ	マ	9	1	30	1
6		北海道	中川郡	ポケふた　ロコン&メタモン	089-3334	北海道本別町北3-1-1	道の駅 ステラ★ほんべつ	43.125790	143.613423		2021			マンホール	マンホール					ナカガワグン	マ	9	1	80	1
7		北海道	足寄郡	ポケふた　アローラロコン&カチコール	089-4315	北海道足寄郡陸別町大通	道の駅 オーロラタウン93りくべつ	43.467673	143.742688		2021			マンホール	マンホール					アショログン	マ	9	1	37	1
8		北海道	標津郡	ポケふた　ロコン&ワカシャモ	086-1164	北海道標津郡中標津町丸山2		43.554568	144.969611		2021			マンホール	マンホール					シベツグン	マ	9	1	64	1
9		北海道	檜山郡	ポケふた　ロコン&ヒコザル	049-0602	北海道檜山郡上ノ国町原歌3		41.808397	140.095386					マンホール	マンホール					ヒヤマグン	マ	9	1	85	1
10		北海道	茅部郡	ポケふた　アローラロコン&マーイーカ	049-2325	北海道茅部郡森町本町6-22		42.108838	140.572912					マンホール	マンホール					カヤベグン	マ	9	1	56	1
11		北海道	虻田郡	ポケふた　ロコン&ウリムー	049-5721	北海道虻田郡洞爺湖町洞爺湖温泉224		42.566114	140.819088					マンホール	マンホール					アブタグン	マ	9	1	40	1
12	完了	北海道	苫小牧市	ポケふた　ロコン&キュウコン	053-0011	北海道苫小牧市末広町3-1		42.635754	141.610087		2020	11	2	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2020年11月2日に設置されたデザインマンホール。				トマコマイシ	マ	9	1	13	1
13		北海道	恵庭市	ポケふた　ロコン	061-1375	北海道恵庭市南島松829-3		42.897075	141.585984					マンホール	マンホール					エニワシ	マ	9	1	31	1
14		北海道	石狩市	ポケふた　ロコン&ナエトル	061-3108	北海道石狩市浜益区実田254-4	浜益保養センター	43.585852	141.423893					マンホール	マンホール					イシカリシ	マ	9	1	34	1
15	完了	北海道	三笠市	ポケふた　ロコン&オムナイト&ズガイドス	068-2111	北海道三笠市幾春別錦町1-212-1	三笠市立博物館	43.261318	141.962655		2020	11	2	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2020年11月2日に設置されたデザインマンホール。				ミカサシ	マ	9	1	22	1
16	完了	北海道	空知郡	ポケふた　アローラロコン&エネコロロ	071-0521	北海道空知郡上富良野町東1線北27	日の出公園	43.462246	142.479068		2020	11	2	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2020年11月2日に設置されたデザインマンホール。				ソラチグン	マ	9	1	75	1
17	完了	北海道	上川郡	ポケふた　アローラロコン&ポッチャマ	078-0342	北海道上川郡比布町西町2-6-1		43.875029	142.471744					マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって設置されたデザインマンホール。				カミカワグン	マ	9	1	54	1
18	完了	北海道	上川郡	ポケふた　アローラロコン&ヒメグマ	081-0005	北海道上川郡新得町本通北1		43.082688	142.832945					マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって設置されたデザインマンホール。				カミカワグン	マ	9	1	54	1
24	完了	北海道	厚岸郡	モンキー・パンチ・コレクション Part2	088-1513	北海道厚岸郡浜中町霧多布東三条1-4	旧浜中町勤労青少年ホーム	43.079118	145.131453					ミュージアム	ミュージアム	『ルパン三世』の作者として知られるマンガ家・モンキー・パンチ氏の生まれ故郷である北海道浜中町に作られた、モンキー・パンチ氏作品世界を紹介するミュージアム<br />浜中町では、オリジナルラッピングのバスや列車（JR北海道 花咲線）が運行されており、浜中町霧多布エリアは、あちらこちらにルパン三世キャラが装飾されています。	https://www.hamanaka-lupin.com/mpcollection/			アッケシグン	ミ	8	1	38	1
25	完了	北海道	厚岸郡	モンキー・パンチ・コレクション Part1	088-1553	北海道厚岸郡浜中町霧多布西三条1-47	浜中町総合文化センター 内	43.078005	145.128307					ミュージアム	ミュージアム	『ルパン三世』の作者として知られるマンガ家・モンキー・パンチ氏の生まれ故郷である北海道浜中町に作られた、イラストや映像などでモンキー・パンチ氏の世界観を「感じる」ことが出来るミュージアム。<br />浜中町では、オリジナルラッピングのバスや列車（JR北海道 花咲線）が運行されており、浜中町霧多布エリアは、あちらこちらにルパン三世キャラが装飾されています。	https://www.hamanaka-lupin.com/mpcollection/			アッケシグン	ミ	8	1	38	1
26	完了	北海道	足寄郡	ポケふた　アローラロコン&アグノム&エムリット&ユクシー	089-3701	北海道足寄郡足寄町北一条1-1		43.244233	143.546752					マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって設置されたデザインマンホール。				アショログン	マ	9	1	37	1
27	完了	北海道	紋別市	ポケふた　アローラロコン&タマザラシ	094-0031	北海道紋別市海洋公園3		44.334640	143.372230		2019	12	2	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年12月2日に設置されたデザインマンホール。				モンベツシ	マ	9	1	19	1
28		北海道	士別市	ポケふた　ロコン&メリープ	095-0019	北海道士別市大通東5	まちなか交流プラザ 羊のまち 侍・しべつ	44.176007	142.392395	"https://www.google.co.jp/maps/@44.1760076,142.3923315,3a,15y,87.79h,75.14t/data=!3m6!1e1!3m4!1sg0KnvbgGos9YwWL52iCqvA!2e0!7i13312!8i6656"				マンホール	マンホール					シベツシ	マ	9	1	20	1
29	完了	北海道	稚内市	ポケふた　アローラロコン&アローラキュウコン	097-0022	北海道稚内市中央3-6	紋別ベイエリアオートサイト	45.417236	141.677095		2019	12	11	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年12月11日に設置されたデザインマンホール。				ワッカナイシ	マ	9	1	14	1
30	完了	北海道	上川郡	ポケふた　アローラロコン&ヒトツキ	098-0332	北海道上川郡剣淵町緑町15-3	剣淵町絵本の館	44.100029	142.359261		2020	11	2	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2020年11月2日に設置されたデザインマンホール。				カミカワグン	マ	9	1	54	1
31		北海道	天塩郡	ポケふた　アローラロコン&ミルタンク	098-4100	北海道天塩郡豊富町東一条6		45.103245	141.778643					マンホール	マンホール					テシオグン	マ	9	1	76	1
33		北海道	網走郡	ポケふた　ロコン&ムクホーク	099-2310	北海道網走郡大空町女満別本通1-3		43.915557	144.171367					マンホール	マンホール					アバシリグン	マ	9	1	39	1
34	完了	北海道	紋別郡	漫画美術館	099-6329	北海道紋別郡湧別町中湧別中町3000-21	文化センターTOM 内	44.185712	143.596766					ミュージアム	ミュージアム	北海道出身のマンガ家であるモンキーパンチ、いがらしゆみこ、里中満智子、石ノ森章太郎氏らの原画など約500点を収蔵する美術館。	https://www.town.yubetsu.lg.jp/50shisetsu/2kyoiku/tom.html			モンベツグン	ミ	8	1	94	1
35		北海道	天塩郡	ポケふた　ロコン&アローラロコン	098-3305	北海道天塩郡天塩町新開通4-7227-2		44.884512	141.747980					マンホール	マンホール					テシオグン	マ	9	1	76	1
36	完了	青森県	八戸市	ポケふた　イシツブテ&キャモメ	031-0841	青森県八戸市大字鮫町鮫		40.537961	141.558027		2021	3	13	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年3月13日に設置されたデザインマンホール。				ハチノヘシ	マ	9	2	3	1
37	完了	青森県	三戸郡	ポケふた　ナマコブシ&バチンウニ&ユキハミ	039-1201	青森県三戸郡階上町道仏耳ケ吠3-3	道の駅 はしかみ	40.458447	141.608326		2021	3	13	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年3月13日に設置されたデザインマンホール。				サンノヘグン	マ	9	2	18	1
38	完了	岩手県	九戸郡	ポケふた　カブト	028-7914	岩手県九戸郡種市22-133-11	ひろの水産会館ウニーク	40.406094	141.719545		2019	7	26	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年7月26日に設置されたデザインマンホール。				クノヘグン	マ	9	3	23	1
39		岩手県	久慈市	ポケふた　プテラ	028-0056	岩手県久慈市中町2-5-6	道の駅くじ	40.189732	141.765832	"https://www.google.co.jp/maps/@40.1897003,141.7659558,3a,15y,300.68h,83.83t/data=!3m6!1e1!3m4!1sxT2zVy8n2WRiP-haHad6SQ!2e0!7i16384!8i8192"				マンホール	マンホール					クジシ	マ	9	3	20	1
40	完了	岩手県	九戸郡	ポケふた　イワーク	028-8202	岩手県九戸郡野田村玉川第	野田玉川駅	40.082733	141.828691		2019	7	26	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年7月26日に設置されたデザインマンホール。				クノヘグン	マ	9	3	23	1
41		岩手県	下閉伊郡	ポケふた　タテトプス	028-8332	岩手県下閉伊郡普代村9-5-3	普代駅	40.002602	141.885626					マンホール	マンホール					シモヘイグン	マ	9	3	19	1
42	完了	岩手県	下閉伊郡	ポケふた　チゴラス	027-0501	岩手県下閉伊郡岩泉町岩泉字神成1-1	龍泉洞園地	39.860426	141.796469		2019	8	9	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年8月9日に設置されたデザインマンホール。				シモヘイグン	マ	9	3	19	1
43	完了	岩手県	下閉伊郡	ポケふた　ノズパス	028-8404	岩手県下閉伊郡田野畑村松前沢1-38		39.916681	141.938686		2019	7	30	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年7月30日に設置されたデザインマンホール。				シモヘイグン	マ	9	3	19	1
44	完了	岩手県	宮古市	ポケふた　イシツブテ	027-0004	岩手県宮古市臨港通1-20	道の駅 みやこ	39.639479	141.969714		2019	10	3	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月3日に設置された「ポケふた」のデザインマンホール。				ミヤコシ	マ	9	3	14	1
45		岩手県	下閉伊郡	ポケふた　オムナイト	028-1342	岩手県下閉伊郡山田町川向町51-15		39.464168	141.951055					マンホール	マンホール					シモヘイグン	マ	9	3	19	1
46		岩手県	上閉伊郡	ポケふた　ツボツボ	028-1116	岩手県上閉伊郡大槌町本町10		39.357242	141.903223					マンホール	マンホール					カミヘイグン	マ	9	3	18	1
47		岩手県	釜石市	ポケふた　ココドラ	026-0301	岩手県釜石市鵜住居町16	鵜住居駅	39.326856	141.887784					マンホール	マンホール					カマイシシ	マ	9	3	13	1
48	完了	岩手県	大船渡市	ポケふた　サイホーン	022-0003	岩手県大船渡市盛町字町13-1		39.085909	141.710239		2019	7	30	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年7月30日に設置されたデザインマンホール。				オオフナトシ	マ	9	3	15	1
49		岩手県	陸前高田市	ポケふた　イワンコ	029-2205	岩手県陸前高田市高田町字馬場前89-1		39.016749	141.628685					マンホール	マンホール					リクゼンタカタシ	マ	9	3	16	1
50		岩手県	気仙郡	ポケふた　ヨーギラス	029-2311	岩手県気仙郡住田町世田米川向88−1	住田町役場	39.142291	141.574459					マンホール	マンホール					ケセングン	マ	9	3	17	1
51	完了	宮城県	仙台市	ポケふた　ラプラス&ジラーチ	980-0811	宮城県仙台市青葉区一番町2-6	サンモール一番町	38.258467	140.872702		2019	10	16	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月16日に設置されたデザインマンホール。				センダイシ	マ	9	4	1	1
52	完了	宮城県	宮城郡	ポケふた　ラプラス&マイナン	981-0112	宮城県宮城郡利府町利府字新並松4		38.329504	140.975259		2019	10	9	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月9日に設置されたデザインマンホール。				ミヤギグン	マ	9	4	6	1
53	完了	宮城県	宮城郡	ポケふた　ラプラス	981-0213	宮城県宮城郡松島町松島字浪打浜地内	松島グリーン広場	38.369075	141.061159		2019	10	20	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月20日に設置されたデザインマンホール。				ミヤギグン	マ	9	4	6	1
54		宮城県	東松島市	ポケふた　ラプラス&ラティオス	981-0416	宮城県東松島市野蒜ケ丘1-15		38.379413	141.156708					マンホール	マンホール					ヒガシマツシマシ	マ	9	4	15	1
55	完了	宮城県	名取市	ポケふた　ラプラス	981-1213	宮城県名取市閖上4-19	震災メモリアル公園	38.172195	140.953929		2019	10	7	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月7日に設置されたデザインマンホール。				ナトリシ	マ	9	4	4	1
56	完了	宮城県	角田市	ポケふた　ラプラス&ラティアス	981-1504	宮城県角田市枝野字北島81-1	道の駅 かくだ	37.968647	140.807319		2019	10	9	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月9日に設置されたデザインマンホール。				カクダシ	マ	9	4	10	1
57		宮城県	伊具郡	ポケふた　ラプラス&ニャース&ニャスパー	981-2164	宮城県伊具郡丸森町字町東77-1		37.913901	140.762573					マンホール	マンホール					イググン	マ	9	4	13	1
58		宮城県	富谷市	ポケふた　ラプラス&ブルー	981-3311	宮城県富谷市富谷新町		38.398438	140.887458					マンホール	マンホール					トミヤシ	マ	9	4	#N/A	#N/A
59		宮城県	黒川郡	ポケふた　ラプラス&チュリネ	981-3521	宮城県黒川郡大郷町中村字北浦51－6	道の駅 おおさと	38.424021	140.992668					マンホール	マンホール					クロカワグン	マ	9	4	7	1
60		宮城県	黒川郡	ポケふた　ラプラス&プルリル&ラブカス	981-3602	宮城県黒川郡大衡村大衡字鐙沢12-2	万葉・おおひら館	38.469347	140.890159					マンホール	マンホール					クロカワグン	マ	9	4	7	1
61		宮城県	黒川郡	ポケふた　ラプラス&タマゲタケ&ドダイトス	981-3632	宮城県黒川郡大和町吉岡まほろば1-1-1		38.437418	140.885658					マンホール	マンホール					クロカワグン	マ	9	4	7	1
62		宮城県	加美郡	ポケふた　ラプラス&ハスブレロ	981-4122	宮城県加美郡色麻町四かま東原1-12		38.530144	140.861427					マンホール	マンホール					カミグン	マ	9	4	18	1
63		宮城県	加美郡	ポケふた　ラプラス&ロゼリア	981-4375	宮城県加美郡加美町味ヶ袋薬莱原1-76		38.572180	140.728651					マンホール	マンホール					カミグン	マ	9	4	18	1
64	完了	宮城県	仙台市	仙台アンパンマンこどもミュージアム＆モール	983-0817	宮城県仙台市宮城野区小田原山本丁101-14		38.264100	140.887512		2011	7		ミュージアム	ミュージアム	『アンパンマン』をテーマとした参加型ミュージアムとショッピングモールの複合施設。2011年7月にオープンした全国で3ヶ所目のアンパンマンミュージアムです。				センダイシ	ミ	8	4	1	1
65	完了	宮城県	塩竈市	ポケふた　ラプラス&プラスル	985-0002	宮城県塩竈市海岸通200-15	本塩釜駅	38.318228	141.023082		2019	10	5	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月5日に設置されたデザインマンホール。				シオガマシ	マ	9	4	2	1
66	完了	宮城県	宮城郡	ポケふた　ラプラス&メタモン&ヒトデマン	985-0803	宮城県宮城郡七ヶ浜町花渕浜字館下75-19	七ヶ浜町観光交流センター	38.304332	141.083351		2019	10	7	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月7日に設置されたデザインマンホール。				ミヤギグン	マ	9	4	6	1
67	完了	宮城県	多賀城市	ポケふた　ラプラス&タッツー	985-0873	宮城県多賀城市中央2-7	多賀城駅前広場	38.291939	141.007162		2019	10	7	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月7日に設置されたデザインマンホール。				タガジョウシ	マ	9	4	3	1
68	完了	宮城県	石巻市	ポケふた　ラプラス&ニャース&ニャビー&エネコ&ニャルマー	986-0825	宮城県石巻市穀町14		38.433858	141.303080		2019	10	28	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月28日に設置されたデザインマンホール。				イシノマキシ	マ	9	4	14	1
69		宮城県	石巻市	石巻マンガロード モニュメント① 仮面ライダー	986-0826	宮城県石巻市鋳銭場9-1	石巻駅	38.435180	141.303768					モニュメント	モニュメント	JR 石巻駅の改札内に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
70		宮城県	石巻市	石巻マンガロード モニュメント② 009 島村ジョー&003 フランソワーズ・アルヌール&001 イワン・ウイスキー	986-0826	宮城県石巻市鋳銭場9-1	石巻駅	38.435180	141.303753					モニュメント	モニュメント	JR 石巻駅の改札内に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
71		宮城県	石巻市	石巻マンガロード モニュメント③ 002 ジェット・リンク	986-0826	宮城県石巻市鋳銭場9-1	石巻駅	38.435087	141.303799	"https://www.google.com/maps/@38.4347032,141.3039733,3a,15y,338.72h,96.18t/data=!3m6!1e1!3m4!1sdphrC-kqr7IhQpYBRfcNqQ!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	JR 石巻駅の駅舎上に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
72		宮城県	石巻市	石巻マンガロード モニュメント④  003 フランソワーズ・アルヌール	986-0826	宮城県石巻市鋳銭場9-1	石巻駅	38.435071	141.303830	"https://www.google.com/maps/@38.4348481,141.3037318,3a,15y,18.2h,89.44t/data=!3m6!1e1!3m4!1shqVqwGs8VnLRMem3hvZTow!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	JR 石巻駅の駅舎の入口脇に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
73		宮城県	石巻市	石巻マンガロード 萬画ポスト ゴン太とボンボン	986-0826	宮城県石巻市鋳銭場9		38.435117	141.303940					モニュメント	モニュメント	駅前のポストの上に設置されているモニュメント。				イシノマキシ	モ	10	4	14	1
74		宮城県	石巻市	石巻マンガロード からくり時計	986-0826	宮城県石巻市鋳銭場9		38.434958	141.303866	"https://www.google.com/maps/@38.4347025,141.3039735,3a,15y,341.28h,91.65t/data=!3m6!1e1!3m4!1sdphrC-kqr7IhQpYBRfcNqQ!2e0!7i13312!8i6656"				モニュメント	モニュメント	駅前に設置されている時計台。頂上にシージェッター海斗のフィギュアが設置されています。定時になると、『シージェッター海斗』のテーマソングが流れ出して時計部の下が開き、ロボコンやさるとびエッちゃんなどのかわいいキャラクターたちが姿を現します。				イシノマキシ	モ	10	4	14	1
75		宮城県	石巻市	石巻マンガロード モニュメント⑤ 仮面ライダーV3	986-0825	宮城県石巻市穀町14	石巻市役所	38.434613	141.303358	"https://www.google.co.jp/maps/@38.4346812,141.3034461,3a,15y,226.31h,88.08t/data=!3m6!1e1!3m4!1sNFFPa0hYbM_lF9ktR-R9lw!2e0!7i13312!8i6656"	2009			モニュメント	モニュメント	2009年に石巻市役所前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
76		宮城県	石巻市	石巻マンガロード モニュメント⑥ 001 イワン・ウイスキー＆005 ジェロニモ・ジュニア	986-0825	宮城県石巻市穀町12		38.434292	141.303841	"https://www.google.com/maps/@38.4342624,141.3038881,3a,52.3y,302.55h,87.58t/data=!3m6!1e1!3m4!1sPfFXr4IVpcP4gp-9AcuoRg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	駅前大通りに設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
77		宮城県	石巻市	石巻マンガロード モニュメント⑦ 008 ピュンマ	986-0826	宮城県石巻市鋳銭場3		38.433850	141.303894	"https://www.google.com/maps/@38.4339646,141.3038152,3a,15y,146.96h,87.17t/data=!3m6!1e1!3m4!1sMKyHuzkCUFbd4IGWsrbJbA!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	駅前大通りに設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
78		宮城県	石巻市	石巻マンガロード モニュメント⑧ 009 島村ジョー	986-0824	宮城県石巻市立町2-7		38.433472	141.303854	"https://www.google.com/maps/@38.4335641,141.3038696,3a,15y,185.99h,88.95t/data=!3m6!1e1!3m4!1sNXCyoLLvYcGWO-RJiXhKHg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	駅前大通りに設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
79		宮城県	石巻市	石巻マンガロード モニュメント⑨ 004 アルベルト・ハインリヒ	986-0824	宮城県石巻市立町2-7		38.433029	141.304525	"https://www.google.com/maps/@38.4329801,141.3045579,3a,26.7y,331.23h,85.58t/data=!3m7!1e1!3m5!1sQrS9UwDHfmXcZSYr46iSPg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DQrS9UwDHfmXcZSYr46iSPg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D328.94507%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	立町大通商店街に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
80		宮城県	石巻市	石巻マンガロード モニュメント⑩ 007 グレート・ブリテン	986-0824	宮城県石巻市立町2-5-12	七十七銀行 石巻支店	38.432786	141.305326	"https://www.google.com/maps/@38.4327092,141.3052009,3a,15y,50.34h,88.66t/data=!3m6!1e1!3m4!1s_G7vCi_Yj1WWybbwdOoivg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	立町大通商店街の七十七銀行 石巻支店前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
81		宮城県	石巻市	石巻マンガロード 萬画ポスト スカルマン	986-0824	宮城県石巻市立町2-4		38.432563	141.306482	"https://www.google.com/maps/@38.4326218,141.3064744,3a,15y,174.86h,83.74t/data=!3m6!1e1!3m4!1sOLhAU6kT5rV3i91VsQ-C_w!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	立町大通商店街のポストの上に設置されたモニュメント。				イシノマキシ	モ	10	4	14	1
82		宮城県	石巻市	石巻マンガロード モニュメント⑪ 006 張々湖	986-0824	宮城県石巻市立町1-6-3	仙台銀行 石巻支店	38.432609	141.307403	"https://www.google.co.jp/maps/@38.4325516,141.3074393,3a,25.2y,333.48h,86.38t/data=!3m6!1e1!3m4!1s-c6xz8rr607-JoKE07PHPA!2e0!7i16384!8i8192"				モニュメント	モニュメント	立町大通商店街の仙台銀行 石巻支店前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
83		宮城県	石巻市	石巻マンガロード 石像 エッちゃんとブク	986-0824	宮城県石巻市立町1-4-17	シートン動物病院	38.432474	141.307268	"https://www.google.co.jp/maps/@38.4325246,141.3072925,3a,15y,192.97h,83.87t/data=!3m6!1e1!3m4!1sFB-K-2mfXnL1HURV6v7nPw!2e0!7i13312!8i6656"				モニュメント	モニュメント	立町大通商店街に設置されている稲井石（いないいし）製の石像。				イシノマキシ	モ	10	4	14	1
84		宮城県	石巻市	石巻マンガロード モニュメント⑫ 仮面ライダー	986-0824	宮城県石巻市立町1-7-3	あいプラザ・石巻	38.432530	141.308328	"https://www.google.com/maps/@38.432474,141.3083342,3a,30y,355.57h,86.36t/data=!3m6!1e1!3m4!1s0kD04KeKF2JVRaeYVBGtpg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	立町大通商店街の石巻健康センター あいプラザ・石巻前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
