No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	年	月	日	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
580		鳥取県	東伯郡	名探偵コナン銅像⑮ 眠りの小五郎（江戸川コナン・毛利小五郎）	689-2221	鳥取県東伯郡北栄町由良宿		35.495384	133.761237	"https://www.google.com/maps/@35.4953521,133.7612743,3a,30y,344.29h,85.89t/data=!3m6!1e1!3m4!1sR-VKMJFMmpbHt0YWGZtmzg!2e0!7i13312!8i6656"	2016			モニュメント	モニュメント	2016年にコナン通りに設置された銅像。9月18日に除幕式が開かれました。				トウハクグン	モ	10	31	5	6
581		鳥取県	東伯郡	名探偵コナンカラーオブジェ⑯ 迷宮無しの名探偵（江戸川コナン）	689-2221	鳥取県東伯郡北栄町由良宿		35.490513	133.754584		2016			モニュメント	モニュメント	2016年にJR由良駅前に設置されたカラーオブジェ。				トウハクグン	モ	10	31	5	6
582		鳥取県	東伯郡	名探偵コナンカラーオブジェ⑰ あくび娘（灰原哀） 	689-2221	鳥取県東伯郡北栄町由良宿		35.491324	133.755223		2017	3	18	モニュメント	モニュメント	2017年にコナン通りの図書館前に設置されたカラーオブジェ。3月18日に除幕式が開かれました。				トウハクグン	モ	10	31	5	6
583		鳥取県	東伯郡	名探偵コナンカラーオブジェ⑱ 優しいガキ大将（小嶋元太）	689-2221	鳥取県東伯郡北栄町由良宿		35.491198	133.755079		2017	8	11	モニュメント	モニュメント	2017年8月11日 にコナン通りの図書館前に設置されたカラーオブジェ。				トウハクグン	モ	10	31	5	6
584		鳥取県	東伯郡	名探偵コナンカラーオブジェ⑲ そばかす少年探偵（円谷光彦）	689-2221	鳥取県東伯郡北栄町由良宿		35.490993	133.754856		2017	9	16	モニュメント	モニュメント	2017年にコナン通りの図書館前に設置されたカラーオブジェ。9月16日に除幕式が開かれました。				トウハクグン	モ	10	31	5	6
585		鳥取県	東伯郡	名探偵コナンカラーオブジェ⑳ キュートな少年探偵（吉田歩美）	689-2221	鳥取県東伯郡北栄町由良宿		35.490886	133.754748		2017	10	28	モニュメント	モニュメント	2017年にコナン通りの図書館前に設置されたカラーオブジェ。10月28日に除幕式が開かれました。				トウハクグン	モ	10	31	5	6
586		鳥取県	東伯郡	名探偵コナンカラーオブジェ㉑ 自称天才発明家（阿笠博士）	689-2221	鳥取県東伯郡北栄町由良宿1414	青山剛昌ふるさと館	35.498130	133.762063		2018			モニュメント	モニュメント	2018年に青山剛昌ふるさと館駐車場（ビートル内）に設置されたカラーオブジェ。				トウハクグン	モ	10	31	5	6
587		鳥取県	東伯郡	名探偵コナン銅像㉒ 空手娘（毛利蘭）	689-2221	鳥取県東伯郡北栄町由良宿		35.494087	133.753518		2018	4	28	モニュメント	モニュメント	2018年に設置された銅像。4月28日に除幕式が開かれました。				トウハクグン	モ	10	31	5	6
588		鳥取県	東伯郡	名探偵コナンカラーオブジェ㉓ 小さくなった名探偵（江戸川コナン）	689-2221	鳥取県東伯郡北栄町由良宿		35.490436	133.758158		2020	3	11	モニュメント	モニュメント	2020年3月11日に、制作費420万円をかけて制作・設置されたFRP（繊維強化プラスチック）製、全高130cm（台座込）のカラーオブジェ。				トウハクグン	モ	10	31	5	6
589		鳥取県	東伯郡	名探偵コナンカラーオブジェ㉔  怪盗と名探偵（江戸川コナン・怪盗キッド）	689-2221	鳥取県東伯郡北栄町由良宿1414	青山剛昌ふるさと館	35.497983	133.762082		2020	10		モニュメント	モニュメント	2020年10月に青山剛昌ふるさと館前に設置されたカラーオブジェ。				トウハクグン	モ	10	31	5	6
590		鳥取県	東伯郡	名探偵コナンマンホール（すいか・ながいも健康マラソン大会）	689-2221	鳥取県東伯郡北栄町由良宿		35.491783	133.758975	"https://www.google.co.jp/maps/@35.4918272,133.7590196,3a,15y,225.2h,73.76t/data=!3m6!1e1!3m4!1shPEyBRmaS9MjMH9T4zjHog!2e0!7i13312!8i6656"				モニュメント	モニュメント	コナン通り（由良駅からお台場）に複数枚が設置されています。			マンホールカードの座標は図書館	トウハクグン	モ	10	31	5	6
591		鳥取県	東伯郡	名探偵コナンマンホール（すいか・ながいも健康マラソン大会）	689-2221	鳥取県東伯郡北栄町由良宿		35.492831	133.759671	"https://www.google.co.jp/maps/@35.4928873,133.7596571,3a,15y,169.3h,73.03t/data=!3m6!1e1!3m4!1sjptsoOMC8JliYtE-y26dAg!2e0!7i13312!8i6656"				モニュメント	モニュメント					トウハクグン	モ	10	31	5	6
593	完了	鳥取県	東伯郡	コナン大橋	689-2221	鳥取県東伯郡北栄町由良宿		35.492220	133.759185		1999	12	23	その他	ソノタ	橋の袂に4体、橋上の街頭柱に2体のブロンズ像が設置されており、欄干には、『名探偵コナン』や『剣勇伝説YAIBA』など青山剛昌氏の作品のブロンズパネル4種12枚が設置されています。<br />※1999年の12月23日開通				トウハクグン	ソ	29	31	5	6
594		鳥取県	東伯郡	ポケふた　サンド&アローラサンド	689-2502	鳥取県東伯郡琴浦町別所270-4		35.506943	133.661616					マンホール	マンホール					トウハクグン	マ	9	31	5	6
595		鳥取県	西伯郡	ポケふた　アローラサンド&ヒトモシ	689-3212	鳥取県西伯郡大山町名和951-6	道の駅 大山恵みの里	35.504652	133.501934					マンホール	マンホール					サイハクグン	マ	9	31	8	6
596		鳥取県	西伯郡	ポケふた　サンド&メタモン	689-3553	鳥取県西伯郡日吉津村大字日吉津930		35.441283	133.379609					マンホール	マンホール					サイハクグン	マ	9	31	8	6
597		鳥取県	西伯郡	ポケふた　サンド&アローラサンド&オニゴーリ	689-4102	鳥取県西伯郡伯耆町大原997-12		35.383394	133.458513					マンホール	マンホール					サイハクグン	マ	9	31	8	6
598	完了	鳥取県	日野郡	ポケふた　サンド&アローラサンド	689-4431	鳥取県日野郡江府町佐川908ｰ3	道の駅奥大山	35.295917	133.473985		2020	9	28	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2020年9月28日に設置されたデザインマンホール。				ヒノグン	マ	9	31	9	6
599		鳥取県	日野郡	ポケふた　サンド&アローラサンド&チルット	689-4503	鳥取県日野郡日野町根雨170-1	金持テラスひの	35.241902	133.441043					マンホール	マンホール					ヒノグン	マ	9	31	9	6
600		鳥取県	日野郡	ポケふた　サンド&バルビート&イルミーゼ	689-5211	鳥取県日野郡日南町生山385		35.171120	133.311512					マンホール	マンホール					ヒノグン	マ	9	31	9	6
601		島根県	松江市	はじめ人間ギャートルズ像	690-0003	島根県松江市朝日町		35.464386	133.062248	"https://www.google.co.jp/maps/@35.4645647,133.0622827,3a,15y,187.21h,88.47t/data=!3m6!1e1!3m4!1s2r391XPvYC8BmNm0fQc3iQ!2e0!7i16384!8i8192"				モニュメント	モニュメント					マツエシ	モ	10	32	1	6
602		島根県	出雲市	『神在月のこども』	699-0701	島根県出雲市大社町杵築東195		35.398552	132.685948					モニュメント	モニュメント	不思議な縁に導かれて東京から出雲へ旅をする少女の物語である2021年公開の劇場版アニメ『神在月のこども』の登場キャラクター・うさぎのシロの石像。高さ約30cm。2021年11月11日に除幕式が行われました。				イズモシ	モ	10	32	2	6
603	完了	岡山県	倉敷市	ポケふた　ルカリオ	711-0925	岡山県倉敷市下津井田之浦1-1	鷲羽山展望台	34.434266	133.813875		2021	7	27	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月27日に設置されたデザインマンホール。				クラシキシ	マ	9	33	2	6
604	完了	岡山県	倉敷市	ポケふた　アゲハント＆ポチエナ	710-0046	岡山県倉敷市中央2-6-1	自然史博物館	34.595554	133.768854		2021	7	27	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月27日に設置されたデザインマンホール。				クラシキシ	マ	9	33	2	6
605	完了	岡山県	倉敷市	ポケふた　サルノリ＆ワタシラガ	710-0046	岡山県倉敷市中央1-18-1	大山名人記念館	34.592747	133.770450		2021	7	27	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月27日に設置されたデザインマンホール。				クラシキシ	マ	9	33	2	6
606	完了	岡山県	倉敷市	ポケふた　ケンホロウ	710-0056	岡山県倉敷市阿知2-17	阿智神社西側参道入口	34.598284	133.770292		2021	7	27	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年7月27日に設置されたデザインマンホール。				クラシキシ	マ	9	33	2	6
610	完了	高知県	香美市	やなせたかし記念館	781-4212	高知県香美市香北町美良布1224-2		33.647672	133.78375					ミュージアム	ミュージアム	"マンガ家・やなせたかしが少年時代を過ごした高知県香美市に、1996年7月21日に開館した「高知アンパンマンミュージアム」の愛称で呼ばれる美術館。<br />『アンパンマン』の世界観を再現した様々なオブジェや、アンパンマンの知識が学べる展示やパソコンコーナー、野外ジオラマ、キャラクターグッズの展示、ミュージアムショップなどの他、やなせたかしが手掛けた「誌とメルヘン」誌の表紙イラストやカットの展示、公園、絵画作品など約2,000点を収める収蔵庫などがあります。"	http://www.anpanman-museum.net/			カミシ	ミ	8	39	10	7
611	完了	高知県	高岡郡	おの家具店　跡地	789-1202	高知県高岡郡佐川町乙2151		33.507692	133.283492					その他	ソノタ	声優・小野大輔の実家で両親が経営していた家具店。<br />ファンの間でも周知のお店で、閉店前にはファンが訪れて、息子の一番のファンでもあるお母様が、ファンと交流されていましたが、2017年12月に閉店。				タカオカグン	ソ	29	39	16	7
612	完了	愛媛県	松山市	火の鳥マンホール	790-0842	愛媛県松山市道後湯之町		33.851909	132.786116					マンホール	マンホール	「道後REBORNプロジェクト」の一環で2020年7月19日に設置された『火の鳥』のデザインマンホール。			マンホールカードの座標は少し違う	マツヤマシ	マ	9	38	6	7
624		香川県	高松市	ヤドンのポスト	760-8799	香川県高松市内町1-15		34.346419	134.050542					モニュメント	モニュメント	ヤドンのオブジェがついたポケモン仕様のポスト。				タカマツシ	モ	10	37	1	7
625		香川県	高松市	ポケふた　ヤドン	760-0051	香川県高松市南新町8-30	高松田町商店街	34.338957	134.049097					マンホール	マンホール					タカマツシ	マ	9	37	1	7
626		香川県	木田郡	ポケふた　ヤドン	761-0692	香川県木田郡三木町大字氷上310	三木町役場	34.268582	134.134580					マンホール	マンホール					キタグン	マ	9	37	5	7
627		香川県	綾歌郡	ポケふた　ヤドン	761-2305	香川県綾歌郡綾川町滝宮1589-2	道の駅 滝宮	34.250409	133.917153					マンホール	マンホール					アヤウタグン	マ	9	37	10	7
628		香川県	香川郡	ポケふた　ヤドン&コイキング	761-3110	香川県香川郡直島町宮ノ浦		34.455825	133.975507					マンホール	マンホール					カガワグン	マ	9	37	6	7
629		香川県	小豆郡	ポケふた　ヤドン&メタモン	761-4101	香川県小豆郡土庄町甲222-1	カルチャーホール王子	34.482685	134.187512					マンホール	マンホール					ショウズグン	マ	9	37	4	7
630		香川県	小豆郡	ポケふた　ヤドン	761-4304	香川県小豆郡小豆島町室生		34.470816	134.235922					マンホール	マンホール					ショウズグン	マ	9	37	4	7
631		香川県	坂出市	ポケふた　ヤドン	762-0045	香川県坂出市駒止町1-4	坂出駅前広場	34.312981	133.856294					マンホール	マンホール					サカイデシ	マ	9	37	8	7
632		香川県	丸亀市	ポケふた　ヤドン	763-0022	香川県丸亀市浜町	丸亀駅バスターミナル	34.292013	133.793952					マンホール	マンホール					マルガメシ	マ	9	37	7	7
633	完了	香川県	丸亀市	丸亀市立資料館	763-0025	香川県丸亀市一番丁	丸亀城内	34.285771	133.798393		1972	10	28	ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなったにっかり青江が所蔵されている資料館。				マルガメシ	ミ	8	37	7	7
634		香川県	仲多度郡	ポケふた　ヤドン	764-0011	香川県仲多度郡多度津町栄町3-3		34.272246	133.757269					マンホール	マンホール					ナカタドグン	マ	9	37	11	7
635		香川県	善通寺市	ポケふた　ヤドン&ヤドラン	765-0003	香川県善通寺市善通寺町2-2	善通寺南門前にぎわい広場	34.225312	133.777300					マンホール	マンホール					ゼンツウジシ	マ	9	37	9	7
636		香川県	仲多度郡	ポケふた　ヤドン	766-0001	香川県仲多度郡琴平町723-2	一之橋公園	34.187753	133.819910					マンホール	マンホール					ナカタドグン	マ	9	37	11	7
637		香川県	仲多度郡	ポケふた　ヤドン	766-0023	香川県仲多度郡まんのう町吉野4314-1	かりんの丘公園 遊具広場	34.173335	133.871383					マンホール	マンホール					ナカタドグン	マ	9	37	11	7
638		香川県	観音寺市	ポケふた　ヤドン&ヤドキング	768-0060	香川県観音寺市観音寺町甲		34.125283	133.655214					マンホール	マンホール					カンオンジシ	マ	9	37	12	7
639		香川県	綾歌郡	ポケふた　ガラルヤドン&ヌオー	769-0201	香川県綾歌郡宇多津町浜一番丁4	宇多津臨海公園	34.313428	133.807519					マンホール	マンホール					アヤウタグン	マ	9	37	10	7
640		香川県	三豊市	ポケふた　ヤドン&シェルダー	769-1108	香川県三豊市詫間町粟島1390	粟島海洋記念公園	34.268801	133.632222					マンホール	マンホール					ミトヨシ	マ	9	37	13	7
641		香川県	さぬき市	ポケふた　ヤドン&ピッピ	769-2101	香川県さぬき市志度		34.321302	134.173241					マンホール	マンホール					サヌキシ	マ	9	37	2	7
642		香川県	東かがわ市	ポケふた　ヤドン	769-2601	香川県東かがわ市三本松1172-1	ひとの駅さんぼんまつ（健康広場）	34.251203	134.333439		2019	9	21	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年9月21日に設置されたデザインマンホール。				ヒガシカガワシ	マ	9	37	3	7
643		徳島県	徳島市	デビルマン座像	770-0841	徳島県徳島市八百屋町2-21	モナクレッセントビル屋上	34.072006	134.552575	"https://www.google.co.jp/maps/@34.0717369,134.552605,3a,15y,352.83h,119.27t/data=!3m6!1e1!3m4!1sgE75uQ17Rv1CNTXFRlmzrA!2e0!7i16384!8i8192"				モニュメント	モニュメント	『デビルマン』のエンディングで描かれていた建設中のビルの鉄骨の上に腕組みをして座るデビルマンの姿を再現した座像が、交差点に面したビルの屋上に設置されています。<br />ビルのオーナーが、徳島市のエンタテインメントイベント「マチ★アソビ」うの応援を目的に設置したもので、現在のものは2代目（初代は2018年10月22日に撤去）。2018年のビルのリニューアルと巨大モニター「Mona vision」の設置に伴い、初代よりもサイズが小さくなっています。				トクシマシ	モ	10	36	1	7
644	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール① メーテル(空港)	800-0306	福岡県北九州市小倉南区空港北町6	北九州空港	130.884257	131.031150		2918	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』のメーテルが描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
645		福岡県	北九州市	キャプテン・ハーロック像	802-0001	福岡県北九州市小倉北区浅野1-2	JR 小倉駅	33.887765	130.883047		2012	8	3	モニュメント	モニュメント	「北九州市漫画ミュージアム」開業に合わせ、名誉館長に就任した松本零士の代表作品『キャプテン・ハーロック』の銅像。2012年8月3日に松本零士が参加する除幕式が行われました。				キタキュウシュウシ	モ	10	40	14	8
646		福岡県	北九州市	星野鉄郎、メーテル像	802-0001	福岡県北九州市小倉北区浅野1-2	JR 小倉駅	33.887826	130.882860					モニュメント	モニュメント	「北九州市漫画ミュージアム」開業に合わせ、名誉館長に就任した松本零士の代表作品『銀河鉄道999』の銅像。				キタキュウシュウシ	モ	10	40	14	8
647	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール① メーテル	802-0001	福岡県北九州市小倉北区浅野2-14		33.887500	130.884250		2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』のメーテルが描かれています。<br />2018年6月に全9種を10か所に設置。			※マンホールカードの座標は間違い	キタキュウシュウシ	マ	9	40	14	8
648	完了	福岡県	北九州市	あるあるCity	802-0001	福岡県北九州市小倉北区浅野2-14-5		33.887526	130.88474					その他	ソノタ	株式会社アパマンショップネットワークが運営するアニメや漫画、フィギュア、ゲームを専門店並びにアニソンカフェ、お笑いステージなどを含めた複合施設。	http://aruarucity.com/			キタキュウシュウシ	ソ	29	40	14	8
649	完了	福岡県	北九州市	北九州市 漫画ミュージアム	802-0001	福岡県北九州市小倉北区浅野2-14-5	あるあるCity 6F	33.887526	130.88474					ミュージアム	ミュージアム	北九州市出身の松本零士の漫画世界を再現したコーナーから、多彩なジャンルの漫画が楽しめる閲覧ゾーン、さまざまな漫画イベントが開催されるイベントコーナーや多目的スペースもあります。	http://aruarucity.com/shop/manga/22/			キタキュウシュウシ	ミ	8	40	14	8
650	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール④ 車掌	802-0002	福岡県北九州市小倉北区京町2-1	小倉中央商店街	33.885573	130.880345	"https://www.google.com/maps/@33.885561,130.880375,3a,15y,288.87h,64.14t/data=!3m6!1e1!3m4!1sYFanKIwd7E2PbMpAXlNSiw!2e0!7i13312!8i6656"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』の車掌さんが描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
651	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール② 銀河鉄道999	802-0002	福岡県北九州市小倉北区京町2-7		33.885889	130.881486	"https://www.google.co.jp/maps/@33.8859374,130.8815471,3a,15y,236.47h,78.87t/data=!3m6!1e1!3m4!1sF_n4rPZL6VD-qYzixs6X5A!2e0!7i16384!8i8192"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
652	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール③ 鉄郎・メーテル	802-0002	福岡県北九州市小倉北区京町2-7	小倉中央商店街	33.885452	130.881083	"https://www.google.com/maps/@33.8854693,130.8810757,3a,15y,170.35h,48.1t/data=!3m6!1e1!3m4!1sTwq9UMzIigoNa22WJCatVw!2e0!7i13312!8i6656"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』の星野鉄郎とメーテルが描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
653	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール⑥ 星野鉄郎	802-0006	福岡県北九州市小倉北区魚町1-1	小倉中央商店街	33.884707	130.880124	"https://www.google.com/maps/@33.8846285,130.8800991,3a,15y,16.28h,80.85t/data=!3m6!1e1!3m4!1sXTMJLnYU-66buyz5gDigwA!2e0!7i13312!8i6656"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作である『銀河鉄道999』の星野鉄郎が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
654	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール⑤ クイーン・エメラルダス	802-0006	福岡県北九州市小倉北区魚町1-3	小倉中央商店街	33.884957	130.880185		2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作の一つである『クイーン・エメラルダス』が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
655	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール⑦ キャプテンハーロック	802-0007	福岡県北九州市小倉北区船場町2		33.884521	130.878657	"https://www.google.com/maps/@33.8846009,130.8785633,3a,15y,138.57h,82.06t/data=!3m6!1e1!3m4!1sj3gqm3UX1FMnY-30WO0MzA!2e0!7i16384!8i8192"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の代表作の一つである『キャプテンハーロック』が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
656	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール⑧ 松本零士の世界	803-0812	福岡県北九州市小倉北区室町1-1		33.885766	130.876651	"https://www.google.com/maps/@33.8859074,130.8767105,3a,15y,196.05h,88t/data=!3m6!1e1!3m4!1s9_kzaGt2GClV0mDGyUewoQ!2e0!7i16384!8i8192"	2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の作品世界が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
657	完了	福岡県	北九州市	北九州市下水道事業100周年記念デザインマンホール⑨ トラジマのミーめ	803-0812	福岡県北九州市小倉北区室町1-1		33.885303	130.875401		2018	6		マンホール	マンホール	北九州市下水道事業100周年記念で設置されたデザインマンホール。<br />福岡県久留米市出身で、北九州市漫画ミュージアム名誉館長であるマンガ家・松本零士の作品の一つである『トラジマのミーめ』が描かれています。<br />2018年6月に全9種を10か所に設置。				キタキュウシュウシ	マ	9	40	14	8
658	完了	福岡県	北九州市	ポケふた　ヤミラミ＆ジュラルドン	805-0071	福岡県北九州市八幡東区東田2-3		33.871792	130.807497		2021	8		マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年8月に設置されたデザインマンホール。				キタキュウシュウシ	マ	9	40	14	8
659	完了	福岡県	北九州市	ポケふた　サーナイト＆ルナトーン	801-0852	福岡県北九州市門司区港町5	門司港レトロ地区	33.946282	130.964121		2021	8		マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年8月に設置されたデザインマンホール。				キタキュウシュウシ	マ	9	40	14	8
660	完了	福岡県	北九州市	ポケふた　トロピウス	801-0854	福岡県北九州市門司区旧門司2-5	ノーフォーク広場	33.957205	130.961619		2021	8		マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年8月に設置されたデザインマンホール。				キタキュウシュウシ	マ	9	40	14	8
661	完了	福岡県	北九州市	ポケふた　ボスゴドラ	803-0812	福岡県北九州市小倉北区室町1-1	リバーウォーク北九州	33.884929	130.876214		2021	8	7	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2021年8月7日に設置されたデザインマンホール。				キタキュウシュウシ	マ	9	40	14	8
663	完了	福岡県	福岡市	福岡アンパンマンこどもミュージアムinモール	812-0027	福岡県福岡市博多区下川端町3-1	博多リバレインモール ５～6F	33.595135	130.405815		2014	4		ミュージアム	ミュージアム	『アンパンマン』をテーマとした参加型ミュージアムとショッピングモールの複合施設。2014年4月にオープンした全国で5ヶ所目のアンパンマンミュージアムです。				フクオカシ	ミ	8	40	1	8
664	完了	福岡県	福岡市	福岡市博物館	814-0001	福岡県福岡市早良区百道浜3-1-1		33.589712	130.353063		1990			ミュージアム	ミュージアム	『刀剣乱舞』の刀剣男士のモデルとなった国宝・へし切長谷部や日本号が所蔵されている博物館。				フクオカシ	ミ	8	40	1	8
665	完了	福岡県	福岡市	町子先生とサザエさん銅像	814-0002	福岡県福岡市早良区西新6-2-92	西南学院大学図書館	33.584964	130.356782		2017	1	28	モニュメント	モニュメント	2017年1月28日に、学校法人西南学院創立100周年記念の社会貢献事業の一環として福岡市に寄贈された銅像。				フクオカシ	モ	10	40	1	8
666	完了	福岡県	福岡市	サザエさん銅像（サザエ、カツオ、ワカメ）	814-0002	福岡県福岡市早良区西新6-10	磯野広場	33.587970	130.355888		2021	4	24	モニュメント	モニュメント	長谷川町子生誕100周年を記念し、協議会が募った寄付による費用約760万円により、単行本34巻の表紙を基にしたデザインで制作されたサザエ（130cm）、カツオ（95cm）、ワカメ（80cm）の3体の銅像<br />2021年4月24日に除幕式が行われました。				フクオカシ	モ	10	40	1	8
667	完了	福岡県	太宰府市	宝満宮竈門神社	818-0115	福岡県太宰府市内山883		33.528827	130.552521					その他	ソノタ	『鬼滅の刃』主人公・竈門炭治郎の名字の由来になったのではとファンの間で話題となり、大宰府政庁の鬼門封じの神社であることや、山頂に上宮がある宝満山（ほうまんざん）（別名「竈門山」）で修行する修験者たちが着ている市松模様の鈴懸（法衣）が、炭治郎の着ている市松模様の羽織を思わせると言われています。				ダザイフシ	ソ	29	40	5	8
668	完了	長崎県	佐世保市	98式AVイングラム	859-3292	長崎県佐世保市ハウステンボス町1-1	ハウステンボス ロボットの館前	33.084935	129.790067					モニュメント	モニュメント	2014年4月から2015年1月にかけて、全12話+1話で構成された劇場版短編シリーズ作品『THE NEXT GENERATION パトレイバー 』（実写版パトレイバー）に登場した全高約9mの実物大パトレーバー。<br />実際に撮影に使用された2体の内、立像タイプの1体が常設展示されています。	http://www.huistenbosch.co.jp/event/patlabor/			サセボシ	モ	10	42	10	8
669	完了	長崎県	長崎市	弱虫ペダルマンホール　総北高校 小野田坂道	850-0921	長崎県長崎市松が枝町7	松が枝国際ターミナル	32.736553	129.868690		2021	11		マンホール	マンホール	長崎市の下水道供用開始60周年を記念として設置された、長崎市出身のマンガ家・渡辺航の代表作『弱虫ペダル』の描き下ろし5点を含む全27種類のカラーデザインマンホールの一つ。				ナガサキシ	マ	9	42	1	8
670	完了	長崎県	長崎市	弱虫ペダルマンホール　箱根学園 葦木場拓斗	850-0992	長崎県長崎市江川町	野母半島サイクリングロード入口	32.680988	129.841822		2021	11		マンホール	マンホール	長崎市の下水道供用開始60周年を記念として設置された、長崎市出身のマンガ家・渡辺航の代表作『弱虫ペダル』の描き下ろし5点を含む全27種類のカラーデザインマンホールの一つ。				ナガサキシ	マ	9	42	1	8
671	完了	長崎県	長崎市	弱虫ペダルマンホール　箱根学園 新開悠人	851-0310	長崎県長崎市香焼町	香焼安保地区花壇	32.683196	129.802424		2021	11		マンホール	マンホール	長崎市の下水道供用開始60周年を記念として設置された、長崎市出身のマンガ家・渡辺航の代表作『弱虫ペダル』の描き下ろし5点を含む全27種類のカラーデザインマンホールの一つ。				ナガサキシ	マ	9	42	1	8
